edad,ingreso,egreso,intentos,duracion,i_juego,perfil
38.05201784894497,30040.807301099838,312.8479797311229,47,191.5702983188915,3,ARRIESGADO
55.040538978788774,14128.150577424458,12129.551060076827,64,96.29881066382991,0,CONSERVADOR
51.882969302220886,6088.173925022272,5140.069532927197,29,44.908397957410195,0,CONSERVADOR
34.140975988731334,19088.394404643554,747.2304383251685,18,216.05468630445148,2,ARRIESGADO
43.73562436290366,7280.896004279224,66.40553669351175,30,123.94041687570055,3,CASUAL
50.73805862405058,6339.609589704098,462.8213348865279,22,90.68954749262483,3,CONSERVADOR
46.99582111088514,8788.339346456656,191.8461082858762,20,60.84215159055775,4,CASUAL
58.166055958635525,17319.049248020718,15016.439517000883,74,112.37396961715518,0,CONSERVADOR
56.61068357646484,5105.430128232634,4493.090704382325,21,32.96535421322508,0,CONSERVADOR
43.69555311015376,21277.7730187198,62.40700697891788,23,71.56205667082801,4,CASUAL
18.685619631916662,4653.86947743971,470.1713047594153,45,135.819382321894,4,ARRIESGADO
38.308973737665546,14989.363093003101,13429.802570631135,50,76.20730960715818,0,CONSERVADOR
33.52762858759765,9342.97083798763,264.0584221790459,7,86.34794480033744,2,CASUAL
40.38812586863278,21256.005652801443,364.02949203693424,32,131.3177608655049,3,CASUAL
54.8647401870094,14254.385748694282,220.02042188882888,16,65.83331394838171,3,CONSERVADOR
18.0,2459.494748746033,493.61215963227494,23,70.81015254408982,4,CASUAL
43.073850142059094,5091.4100302529905,3489.6695711685047,53,79.9226445451776,0,CONSERVADOR
38.05201784894497,30040.807301099838,589.6448084687963,14,173.68042392672012,2,ARRIESGADO
41.8524185328254,7706.142871907191,4809.399424513492,97,146.84389674324066,0,CONSERVADOR
30.881111239287726,7634.670556873866,430.9938312101367,21,63.77413324516065,4,CASUAL
48.600507280808365,5800.340863201461,131.72916904478234,38,115.06230397619727,4,CONSERVADOR
54.8647401870094,14254.385748694282,13205.104746788254,33,50.68813775011532,0,CONSERVADOR
40.20877054685647,11470.877071686054,8470.877071686054,3,109.77829943494329,1,CONSERVADOR
54.55832355167165,14753.666462640795,13017.668452272786,60,91.08090825196263,0,CONSERVADOR
40.65833479748409,22885.585273854125,13527.74353329859,3,119.77611166435963,1,CASUAL
40.86243118619937,16218.49170771589,12728.352566444153,115,172.68280234602972,0,CASUAL
46.67942295401668,7291.070648415754,6459.288937116548,28,42.88841385917419,0,CONSERVADOR
38.17461845796694,6597.230880986735,4571.372681982787,73,110.32439082182798,0,CONSERVADOR
51.359427056445895,5936.238370240881,54.647349842954554,21,84.03487533568422,3,CONSERVADOR
35.25692150379081,40444.321828174514,30.92745074371146,47,191.18991856045434,3,ARRIESGADO
59.59589268228421,17621.45428387886,672.6100573400065,16,49.5654666493308,4,CONSERVADOR
28.995594669437285,4310.106822117679,310.10682211767926,5,69.21740677587826,2,CONSERVADOR
48.216865758662266,13827.4817074046,11486.161976598536,80,120.86360361008418,0,CONSERVADOR
35.131961107096785,5207.388008993817,231353.5102393713,69,103.96604617097421,0,CONSERVADOR
35.25692150379081,40444.321828174514,36685.0692143053,124,186.4285917775234,0,ARRIESGADO
60.23663776478527,9935.733959308127,126439.54882452918,95,142.96735225513086,0,CONSERVADOR
41.46245666218651,13936.876319132825,59.3537102323553,35,143.6224807950183,3,CASUAL
44.700319929524575,28204.054747283077,25801.568723085205,84,127.13766615672911,0,CASUAL
59.956441370334694,9551.653848164568,6.77823758339855,8,104.22702097291604,2,CONSERVADOR
49.743472978718,26964.25074498821,169.10422680578176,20,82.65895320259862,3,CASUAL
37.59186226707602,10926.62255620398,71629.02254035277,100,150.22544050735434,0,CASUAL
59.59589268228421,17621.45428387886,367.91198261195177,31,124.32122839285931,3,CONSERVADOR
39.13384049147786,7599.225082524879,824.2422371611135,14,171.78861933356757,2,CASUAL
18.685619631916662,4653.86947743971,63.40809014860724,53,214.51949123430282,3,ARRIESGADO
39.2904191314257,14129.13296329134,11145.326405967537,101,152.01893858890446,0,CASUAL
46.54290050551871,15794.858298899935,13140.79429717022,89,134.35440577823908,0,CASUAL
42.6764260350726,10846.96191929999,8846.96191929999,2,69.20683591901403,1,CASUAL
56.75910771834607,9580.839232284869,214.55304858966247,21,84.20951555744861,3,CONSERVADOR
37.43562790600877,43484.55357424723,331.371452966472,72,218.24210671221041,4,ARRIESGADO
50.940702552390704,25093.26611330049,22457.26536112554,91,137.46020622346197,0,CASUAL
45.454900806310974,19531.113990587917,63.75906931944496,55,167.77802065466585,4,CASUAL
51.30488030489918,10100.627935650002,190.15148591929665,7,31.132605774177,3,CONSERVADOR
42.60331218522289,6594.023760618494,594.0237606184937,7,84.43633707247935,2,CONSERVADOR
33.01698855299213,11940.154729658643,734.8865183614744,11,143.33626273086853,2,ARRIESGADO
46.34026792746665,6303.722454062013,4589.468580971771,62,93.66865333041952,0,CONSERVADOR
52.5094459718968,19257.524671020958,16022.742680306634,108,162.7136500143459,0,CASUAL
46.0406073501028,5879.826892448959,248.46924127528473,37,148.37439569961526,3,CONSERVADOR
41.5139248526149,13219.4382340565,11399.942676685872,54,81.0392193378127,0,CASUAL
52.609493931283296,9107.79146385011,6544.63194026138,87,130.861418367003,0,CONSERVADOR
24.74954237002529,16169.00159769333,3970.899670652165,5,169.70005581446756,1,ARRIESGADO
41.64989238066984,24726.610842475075,220.72542825419532,13,166.26670217543744,2,CASUAL
35.42418161243366,56328.147070976265,2434.394466434298,6,188.29308666221985,1,ARRIESGADO
32.37456257216181,15711.29155894945,249.50495182632994,40,122.14151863613053,4,ARRIESGADO
42.85016955036109,14588.763680097325,8171.206042867094,5,174.25420341171025,1,CASUAL
44.01240194133287,13348.476644678798,11515.647140994579,61,91.61183959900772,0,CONSERVADOR
31.735122149460594,7187.313004601075,3914.542591531974,102,153.00320494036976,0,CASUAL
41.539099661368056,8036.786216623768,779.9672193496394,11,141.45142620936588,2,CASUAL
42.08493287434635,12437.965722048884,444.88538079121463,35,107.96522578210889,4,CONSERVADOR
53.1234132997682,21832.351732047362,43.32971010732717,45,135.5199179859555,4,CASUAL
60.44544451456139,3202.0119437786743,1696.7921441258845,53,80.50391678854609,0,CONSERVADOR
49.195676758953944,7366.122264443079,70222.41274831363,47,70.61169969423685,0,CONSERVADOR
45.59291133894707,8031.338366392429,247.07265879258853,37,112.79163494483865,4,CASUAL
37.647830438999236,26000.09237449383,484.6382759923913,36,145.33781436633888,3,CASUAL
70.98303927269315,6747.453889630492,432.0789702550908,49,149.71915220067967,4,CONSERVADOR
42.513441496150264,28320.308489494142,387.3384291620432,31,126.01563984909617,3,CASUAL
60.340902893038646,17012.808973077834,475.51992325149695,12,145.97875222056405,2,CONSERVADOR
42.30706510249246,12791.749803459485,149.91439193004226,16,66.35541841903375,3,CASUAL
64.59411342388286,4693.599015143592,440.3468965478103,15,45.65319858614015,4,CONSERVADOR
50.012489895674,8092.452676275667,72687.9130620837,67,100.87399335712995,0,CONSERVADOR
37.2741626762756,22623.746495873267,1660.2700163270385,7,89.17058742384592,2,CASUAL
59.91389626124288,15497.433462952078,13183.455360877275,76,114.34510506764555,0,CONSERVADOR
51.30488030489918,10100.627935650002,7731.773798483656,74,111.99466797397537,0,CONSERVADOR
61.019076510169285,4928.802591829414,3745.1098960886184,40,60.38702098912571,0,CONSERVADOR
32.77263040251215,20573.672034161107,141.67712846693257,55,221.46012546118928,3,ARRIESGADO
43.073850142059094,5091.4100302529905,216.54890100439445,33,100.14873858978962,4,CONSERVADOR
46.77192329198988,13605.873573329027,325.18369573631935,29,89.46095824298443,4,CASUAL
45.34142128909841,22362.083199634388,19503.417766121867,93,140.76278680893762,0,CASUAL
38.34143032980612,48070.04121387025,152.4177554744258,43,129.71140890215236,4,ARRIESGADO
48.91584242350111,12425.395769178444,153645.07395828754,72,108.11598509750415,0,CONSERVADOR
34.140975988731334,19088.394404643554,621.5341008548266,13,167.22524505740958,2,ARRIESGADO
38.11131016153078,10896.09182073255,9728.437769452612,36,54.95013126749547,0,CONSERVADOR
42.879198777243744,24221.54286703506,81.35774642433361,38,116.54378833080327,4,CASUAL
34.61211789795047,13814.297158852081,762.6177767764839,14,171.3324859014789,2,CASUAL
